root,past_3sg_m,bab,transitivity,masdar,هو_3sg_m,هي_3sg_f,هما_3du_m,هما_3du_f,هم_3pl_m,هن_3pl_f,أنتَ_2sg_m,أنتِ_2sg_f,أنتما_2du,أنتم_2pl_m,أنتن_2pl_f,أنا_1sg,نحن_1pl
لتز,لَتَزَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,لَتْز,لَتَزَ,لَتَزَتْ,لَتَزَا,لَتَزَتَا,لَتَزُوا,لَتَزْنَ,لَتَزْتَ,لَتَزْتِ,لَتَزْتُمَا,لَتَزْتُمْ,لَتَزْتُنَّ,لَتَزْتُ,لَتَزْنَا
لتز,لَتَزَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,لَتْز,لَتَزَ,لَتَزَتْ,لَتَزَا,لَتَزَتَا,لَتَزُوا,لَتَزْنَ,لَتَزْتَ,لَتَزْتِ,لَتَزْتُمَا,لَتَزْتُمْ,لَتَزْتُنَّ,لَتَزْتُ,لَتَزْنَا
لتم,لَتَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,لَتْم,لَتَمَ,لَتَمَتْ,لَتَمَا,لَتَمَتَا,لَتَمُوا,لَتَمْنَ,لَتَمْتَ,لَتَمْتِ,لَتَمْتُمَا,لَتَمْتُمْ,لَتَمْتُنَّ,لَتَمْتُ,لَتَمْنَا
لثد,لَثَدَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,لَثْد,لَثَدَ,لَثَدَتْ,لَثَدَا,لَثَدَتَا,لَثَدُوا,لَثَدْنَ,لَثَدْتَ,لَثَدْتِ,لَثَدْتُمَا,لَثَدْتُمْ,لَثَدْتُنَّ,لَثَدْتُ,لَثَدْنَا
لثغ,لَثَغَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,لَثْغ,لَثَغَ,لَثَغَتْ,لَثَغَا,لَثَغَتَا,لَثَغُوا,لَثَغْنَ,لَثَغْتَ,لَثَغْتِ,لَثَغْتُمَا,لَثَغْتُمْ,لَثَغْتُنَّ,لَثَغْتُ,لَثَغْنَا
لثغ,لَثِغَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَثَغ,لَثِغَ,لَثِغَتْ,لَثِغَا,لَثِغَتَا,لَثِغُوا,لَثِغْنَ,لَثِغْتَ,لَثِغْتِ,لَثِغْتُمَا,لَثِغْتُمْ,لَثِغْتُنَّ,لَثِغْتُ,لَثِغْنَا
لثق,لَثِقَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَثَاقَة,لَثِقَ,لَثِقَتْ,لَثِقَا,لَثِقَتَا,لَثِقُوا,لَثِقْنَ,لَثِقْتَ,لَثِقْتِ,لَثِقْتُمَا,لَثِقْتُمْ,لَثِقْتُنَّ,لَثِقْتُ,لَثِقْنَا
لثم,لَثَمَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,لَثْم,لَثَمَ,لَثَمَتْ,لَثَمَا,لَثَمَتَا,لَثَمُوا,لَثَمْنَ,لَثَمْتَ,لَثَمْتِ,لَثَمْتُمَا,لَثَمْتُمْ,لَثَمْتُنَّ,لَثَمْتُ,لَثَمْنَا
لثم,لَثِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,لَثَام,لَثِمَ,لَثِمَتْ,لَثِمَا,لَثِمَتَا,لَثِمُوا,لَثِمْنَ,لَثِمْتَ,لَثِمْتِ,لَثِمْتُمَا,لَثِمْتُمْ,لَثِمْتُنَّ,لَثِمْتُ,لَثِمْنَا
لجب,لَجِبَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَجَب,لَجِبَ,لَجِبَتْ,لَجِبَا,لَجِبَتَا,لَجِبُوا,لَجِبْنَ,لَجِبْتَ,لَجِبْتِ,لَجِبْتُمَا,لَجِبْتُمْ,لَجِبْتُنَّ,لَجِبْتُ,لَجِبْنَا
لجب,لَجُبَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,لُجُوب,لَجُبَ,لَجُبَتْ,لَجُبَا,لَجُبَتَا,لَجُبُوا,لَجُبْنَ,لَجُبْتَ,لَجُبْتِ,لَجُبْتُمَا,لَجُبْتُمْ,لَجُبْتُنَّ,لَجُبْتُ,لَجُبْنَا
لجذ,لَجَذَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,لَجْذ,لَجَذَ,لَجَذَتْ,لَجَذَا,لَجَذَتَا,لَجَذُوا,لَجَذْنَ,لَجَذْتَ,لَجَذْتِ,لَجَذْتُمَا,لَجَذْتُمْ,لَجَذْتُنَّ,لَجَذْتُ,لَجَذْنَا
لجذ,لَجِذَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,لَجَذ,لَجِذَ,لَجِذَتْ,لَجِذَا,لَجِذَتَا,لَجِذُوا,لَجِذْنَ,لَجِذْتَ,لَجِذْتِ,لَجِذْتُمَا,لَجِذْتُمْ,لَجِذْتُنَّ,لَجِذْتُ,لَجِذْنَا
لجف,لَجَفَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,لَجْف,لَجَفَ,لَجَفَتْ,لَجَفَا,لَجَفَتَا,لَجَفُوا,لَجَفْنَ,لَجَفْتَ,لَجَفْتِ,لَجَفْتُمَا,لَجَفْتُمْ,لَجَفْتُنَّ,لَجَفْتُ,لَجَفْنَا
لجف,لَجِفَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَجَف,لَجِفَ,لَجِفَتْ,لَجِفَا,لَجِفَتَا,لَجِفُوا,لَجِفْنَ,لَجِفْتَ,لَجِفْتِ,لَجِفْتُمَا,لَجِفْتُمْ,لَجِفْتُنَّ,لَجِفْتُ,لَجِفْنَا
لجم,لَجَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,لَجْم,لَجَمَ,لَجَمَتْ,لَجَمَا,لَجَمَتَا,لَجَمُوا,لَجَمْنَ,لَجَمْتَ,لَجَمْتِ,لَجَمْتُمَا,لَجَمْتُمْ,لَجَمْتُنَّ,لَجَمْتُ,لَجَمْنَا
لجن,لَجَنَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,لَجْن,لَجَنَ,لَجَنَتْ,لَجَنَا,لَجَنَتَا,لَجَنُوا,لَجَنْنَ,لَجَنْتَ,لَجَنْتِ,لَجَنْتُمَا,لَجَنْتُمْ,لَجَنْتُنَّ,لَجَنْتُ,لَجَنْنَا
لجن,لَجِنَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَجَن,لَجِنَ,لَجِنَتْ,لَجِنَا,لَجِنَتَا,لَجِنُوا,لَجِنْنَ,لَجِنْتَ,لَجِنْتِ,لَجِنْتُمَا,لَجِنْتُمْ,لَجِنْتُنَّ,لَجِنْتُ,لَجِنْنَا
لحب,لَحَبَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْب,لَحَبَ,لَحَبَتْ,لَحَبَا,لَحَبَتَا,لَحَبُوا,لَحَبْنَ,لَحَبْتَ,لَحَبْتِ,لَحَبْتُمَا,لَحَبْتُمْ,لَحَبْتُنَّ,لَحَبْتُ,لَحَبْنَا
لحب,لَحِبَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَحَب,لَحِبَ,لَحِبَتْ,لَحِبَا,لَحِبَتَا,لَحِبُوا,لَحِبْنَ,لَحِبْتَ,لَحِبْتِ,لَحِبْتُمَا,لَحِبْتُمْ,لَحِبْتُنَّ,لَحِبْتُ,لَحِبْنَا
لحت,لَحَتَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,لَحْت,لَحَتَ,لَحَتَتْ,لَحَتَا,لَحَتَتَا,لَحَتُوا,لَحَتْنَ,لَحَتْتَ,لَحَتْتِ,لَحَتْتُمَا,لَحَتْتُمْ,لَحَتْتُنَّ,لَحَتْتُ,لَحَتْنَا
خرص,خَرَصَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,خَرْص,خَرَصَ,خَرَصَتْ,خَرَصَا,خَرَصَتَا,خَرَصُوا,خَرَصْنَ,خَرَصْتَ,خَرَصْتِ,خَرَصْتُمَا,خَرَصْتُمْ,خَرَصْتُنَّ,خَرَصْتُ,خَرَصْنَا
لحج,لَحَجَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْج,لَحَجَ,لَحَجَتْ,لَحَجَا,لَحَجَتَا,لَحَجُوا,لَحَجْنَ,لَحَجْتَ,لَحَجْتِ,لَحَجْتُمَا,لَحَجْتُمْ,لَحَجْتُنَّ,لَحَجْتُ,لَحَجْنَا
لحج,لَحِجَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,لَحَج,لَحِجَ,لَحِجَتْ,لَحِجَا,لَحِجَتَا,لَحِجُوا,لَحِجْنَ,لَحِجْتَ,لَحِجْتِ,لَحِجْتُمَا,لَحِجْتُمْ,لَحِجْتُنَّ,لَحِجْتُ,لَحِجْنَا
لحد,لَحَدَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْد,لَحَدَ,لَحَدَتْ,لَحَدَا,لَحَدَتَا,لَحَدُوا,لَحَدْنَ,لَحَدْتَ,لَحَدْتِ,لَحَدْتُمَا,لَحَدْتُمْ,لَحَدْتُنَّ,لَحَدْتُ,لَحَدْنَا
لحز,لَحَزَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْز,لَحَزَ,لَحَزَتْ,لَحَزَا,لَحَزَتَا,لَحَزُوا,لَحَزْنَ,لَحَزْتَ,لَحَزْتِ,لَحَزْتُمَا,لَحَزْتُمْ,لَحَزْتُنَّ,لَحَزْتُ,لَحَزْنَا
لحز,لَحِزَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَحَز,لَحِزَ,لَحِزَتْ,لَحِزَا,لَحِزَتَا,لَحِزُوا,لَحِزْنَ,لَحِزْتَ,لَحِزْتِ,لَحِزْتُمَا,لَحِزْتُمْ,لَحِزْتُنَّ,لَحِزْتُ,لَحِزْنَا
لحس,لَحَسَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,لَحْس,لَحَسَ,لَحَسَتْ,لَحَسَا,لَحَسَتَا,لَحَسُوا,لَحَسْنَ,لَحَسْتَ,لَحَسْتِ,لَحَسْتُمَا,لَحَسْتُمْ,لَحَسْتُنَّ,لَحَسْتُ,لَحَسْنَا
لحس,لَحِسَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,لَحْس,لَحِسَ,لَحِسَتْ,لَحِسَا,لَحِسَتَا,لَحِسُوا,لَحِسْنَ,لَحِسْتَ,لَحِسْتِ,لَحِسْتُمَا,لَحِسْتُمْ,لَحِسْتُنَّ,لَحِسْتُ,لَحِسْنَا
لحص,لَحَصَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْص,لَحَصَ,لَحَصَتْ,لَحَصَا,لَحَصَتَا,لَحَصُوا,لَحَصْنَ,لَحَصْتَ,لَحَصْتِ,لَحَصْتُمَا,لَحَصْتُمْ,لَحَصْتُنَّ,لَحَصْتُ,لَحَصْنَا
لحص,لَحِصَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَحْص,لَحِصَ,لَحِصَتْ,لَحِصَا,لَحِصَتَا,لَحِصُوا,لَحِصْنَ,لَحِصْتَ,لَحِصْتِ,لَحِصْتُمَا,لَحِصْتُمْ,لَحِصْتُنَّ,لَحِصْتُ,لَحِصْنَا
لحط,لَحَطَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,لَحْط,لَحَطَ,لَحَطَتْ,لَحَطَا,لَحَطَتَا,لَحَطُوا,لَحَطْنَ,لَحَطْتَ,لَحَطْتِ,لَحَطْتُمَا,لَحَطْتُمْ,لَحَطْتُنَّ,لَحَطْتُ,لَحَطْنَا
لحظ,لَحَظَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْظ,لَحَظَ,لَحَظَتْ,لَحَظَا,لَحَظَتَا,لَحَظُوا,لَحَظْنَ,لَحَظْتَ,لَحَظْتِ,لَحَظْتُمَا,لَحَظْتُمْ,لَحَظْتُنَّ,لَحَظْتُ,لَحَظْنَا
لحف,لَحَفَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْف,لَحَفَ,لَحَفَتْ,لَحَفَا,لَحَفَتَا,لَحَفُوا,لَحَفْنَ,لَحَفْتَ,لَحَفْتِ,لَحَفْتُمَا,لَحَفْتُمْ,لَحَفْتُنَّ,لَحَفْتُ,لَحَفْنَا
لحق,لَحِقَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,لُحُوق,لَحِقَ,لَحِقَتْ,لَحِقَا,لَحِقَتَا,لَحِقُوا,لَحِقْنَ,لَحِقْتَ,لَحِقْتِ,لَحِقْتُمَا,لَحِقْتُمْ,لَحِقْتُنَّ,لَحِقْتُ,لَحِقْنَا
لحك,لَحَكَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْك,لَحَكَ,لَحَكَتْ,لَحَكَا,لَحَكَتَا,لَحَكُوا,لَحَكْنَ,لَحَكْتَ,لَحَكْتِ,لَحَكْتُمَا,لَحَكْتُمْ,لَحَكْتُنَّ,لَحَكْتُ,لَحَكْنَا
لحك,لَحِكَ,فَعِلَ يَفْعَلُ ( كسر فتح ),متعدي,لَحَك,لَحِكَ,لَحِكَتْ,لَحِكَا,لَحِكَتَا,لَحِكُوا,لَحِكْنَ,لَحِكْتَ,لَحِكْتِ,لَحِكْتُمَا,لَحِكْتُمْ,لَحِكْتُنَّ,لَحِكْتُ,لَحِكْنَا
لحم,لَحَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,لَحْم,لَحَمَ,لَحَمَتْ,لَحَمَا,لَحَمَتَا,لَحَمُوا,لَحَمْنَ,لَحَمْتَ,لَحَمْتِ,لَحَمْتُمَا,لَحَمْتُمْ,لَحَمْتُنَّ,لَحَمْتُ,لَحَمْنَا
لحم,لَحَمَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,لَحْم,لَحَمَ,لَحَمَتْ,لَحَمَا,لَحَمَتَا,لَحَمُوا,لَحَمْنَ,لَحَمْتَ,لَحَمْتِ,لَحَمْتُمَا,لَحَمْتُمْ,لَحَمْتُنَّ,لَحَمْتُ,لَحَمْنَا
لحم,لَحِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,لُحُوم,لَحِمَ,لَحِمَتْ,لَحِمَا,لَحِمَتَا,لَحِمُوا,لَحِمْنَ,لَحِمْتَ,لَحِمْتِ,لَحِمْتُمَا,لَحِمْتُمْ,لَحِمْتُنَّ,لَحِمْتُ,لَحِمْنَا
لحم,لَحُمَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,لُحُوم,لَحُمَ,لَحُمَتْ,لَحُمَا,لَحُمَتَا,لَحُمُوا,لَحُمْنَ,لَحُمْتَ,لَحُمْتِ,لَحُمْتُمَا,لَحُمْتُمْ,لَحُمْتُنَّ,لَحُمْتُ,لَحُمْنَا
لحن,لَحَنَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَحْن,لَحَنَ,لَحَنَتْ,لَحَنَا,لَحَنَتَا,لَحَنُوا,لَحَنْنَ,لَحَنْتَ,لَحَنْتِ,لَحَنْتُمَا,لَحَنْتُمْ,لَحَنْتُنَّ,لَحَنْتُ,لَحَنْنَا
لحن,لَحِنَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,لَحَن,لَحِنَ,لَحِنَتْ,لَحِنَا,لَحِنَتَا,لَحِنُوا,لَحِنْنَ,لَحِنْتَ,لَحِنْتِ,لَحِنْتُمَا,لَحِنْتُمْ,لَحِنْتُنَّ,لَحِنْتُ,لَحِنْنَا
لخب,لَخَبَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,لَخْب,لَخَبَ,لَخَبَتْ,لَخَبَا,لَخَبَتَا,لَخَبُوا,لَخَبْنَ,لَخَبْتَ,لَخَبْتِ,لَخَبْتُمَا,لَخَبْتُمْ,لَخَبْتُنَّ,لَخَبْتُ,لَخَبْنَا
لخب,لَخَبَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,لَخْب,لَخَبَ,لَخَبَتْ,لَخَبَا,لَخَبَتَا,لَخَبُوا,لَخَبْنَ,لَخَبْتَ,لَخَبْتِ,لَخَبْتُمَا,لَخَبْتُمْ,لَخَبْتُنَّ,لَخَبْتُ,لَخَبْنَا
خرص,خَرَصَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,خَرْص,خَرَصَ,خَرَصَتْ,خَرَصَا,خَرَصَتَا,خَرَصُوا,خَرَصْنَ,خَرَصْتَ,خَرَصْتِ,خَرَصْتُمَا,خَرَصْتُمْ,خَرَصْتُنَّ,خَرَصْتُ,خَرَصْنَا
لخص,لَخَصَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,لَخْص,لَخَصَ,لَخَصَتْ,لَخَصَا,لَخَصَتَا,لَخَصُوا,لَخَصْنَ,لَخَصْتَ,لَخَصْتِ,لَخَصْتُمَا,لَخَصْتُمْ,لَخَصْتُنَّ,لَخَصْتُ,لَخَصْنَا
لخص,لَخِصَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَخَاصَة,لَخِصَ,لَخِصَتْ,لَخِصَا,لَخِصَتَا,لَخِصُوا,لَخِصْنَ,لَخِصْتَ,لَخِصْتِ,لَخِصْتُمَا,لَخِصْتُمْ,لَخِصْتُنَّ,لَخِصْتُ,لَخِصْنَا
لخف,لَخَفَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي,لَخْف,لَخَفَ,لَخَفَتْ,لَخَفَا,لَخَفَتَا,لَخَفُوا,لَخَفْنَ,لَخَفْتَ,لَخَفْتِ,لَخَفْتُمَا,لَخَفْتُمْ,لَخَفْتُنَّ,لَخَفْتُ,لَخَفْنَا
لخم,لَخَمَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَخْم,لَخَمَ,لَخَمَتْ,لَخَمَا,لَخَمَتَا,لَخَمُوا,لَخَمْنَ,لَخَمْتَ,لَخَمْتِ,لَخَمْتُمَا,لَخَمْتُمْ,لَخَمْتُنَّ,لَخَمْتُ,لَخَمْنَا
لخم,لَخُمَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,لُخُوم,لَخُمَ,لَخُمَتْ,لَخُمَا,لَخُمَتَا,لَخُمُوا,لَخُمْنَ,لَخُمْتَ,لَخُمْتِ,لَخُمْتُمَا,لَخُمْتُمْ,لَخُمْتُنَّ,لَخُمْتُ,لَخُمْنَا
لخن,لَخَنَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم,لَخْن,لَخَنَ,لَخَنَتْ,لَخَنَا,لَخَنَتَا,لَخَنُوا,لَخَنْنَ,لَخَنْتَ,لَخَنْتِ,لَخَنْتُمَا,لَخَنْتُمْ,لَخَنْتُنَّ,لَخَنْتُ,لَخَنْنَا
لخن,لَخِنَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَخَن,لَخِنَ,لَخِنَتْ,لَخِنَا,لَخِنَتَا,لَخِنُوا,لَخِنْنَ,لَخِنْتَ,لَخِنْتِ,لَخِنْتُمَا,لَخِنْتُمْ,لَخِنْتُنَّ,لَخِنْتُ,لَخِنْنَا
لدس,لَدَسَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,لَدْس,لَدَسَ,لَدَسَتْ,لَدَسَا,لَدَسَتَا,لَدَسُوا,لَدَسْنَ,لَدَسْتَ,لَدَسْتِ,لَدَسْتُمَا,لَدَسْتُمْ,لَدَسْتُنَّ,لَدَسْتُ,لَدَسْنَا
لدغ,لَدَغَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَدْغ,لَدَغَ,لَدَغَتْ,لَدَغَا,لَدَغَتَا,لَدَغُوا,لَدَغْنَ,لَدَغْتَ,لَدَغْتِ,لَدَغْتُمَا,لَدَغْتُمْ,لَدَغْتُنَّ,لَدَغْتُ,لَدَغْنَا
لدك,لَدِكَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,لَدَك,لَدِكَ,لَدِكَتْ,لَدِكَا,لَدِكَتَا,لَدِكُوا,لَدِكْنَ,لَدِكْتَ,لَدِكْتِ,لَدِكْتُمَا,لَدِكْتُمْ,لَدِكْتُنَّ,لَدِكْتُ,لَدِكْنَا
لدم,لَدَمَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك ,لَدْم,لَدَمَ,لَدَمَتْ,لَدَمَا,لَدَمَتَا,لَدَمُوا,لَدَمْنَ,لَدَمْتَ,لَدَمْتِ,لَدَمْتُمَا,لَدَمْتُمْ,لَدَمْتُنَّ,لَدَمْتُ,لَدَمْنَا
لدن,لَدُنَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم,لُدُونَة,لَدُنَ,لَدُنَتْ,لَدُنَا,لَدُنَتَا,لَدُنُوا,لَدُنْنَ,لَدُنْتَ,لَدُنْتِ,لَدُنْتُمَا,لَدُنْتُمْ,لَدُنْتُنَّ,لَدُنْتُ,لَدُنْنَا
لذج,لَذَجَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي,لَذْج,لَذَجَ,لَذَجَتْ,لَذَجَا,لَذَجَتَا,لَذَجُوا,لَذَجْنَ,لَذَجْتَ,لَذَجْتِ,لَذَجْتُمَا,لَذَجْتُمْ,لَذَجْتُنَّ,لَذَجْتُ,لَذَجْنَا
لذع,لَذَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك ,لَذْع,لَذَعَ,لَذَعَتْ,لَذَعَا,لَذَعَتَا,لَذَعُوا,لَذَعْنَ,لَذَعْتَ,لَذَعْتِ,لَذَعْتُمَا,لَذَعْتُمْ,لَذَعْتُنَّ,لَذَعْتُ,لَذَعْنَا
لذم,لَذِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك ,لَذَم,لَذِمَ,لَذِمَتْ,لَذِمَا,لَذِمَتَا,لَذِمُوا,لَذِمْنَ,لَذِمْتَ,لَذِمْتِ,لَذِمْتُمَا,لَذِمْتُمْ,لَذِمْتُنَّ,لَذِمْتُ,لَذِمْنَا
لزب,لَزَبَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك ,لَزْب,لَزَبَ,لَزَبَتْ,لَزَبَا,لَزَبَتَا,لَزَبُوا,لَزَبْنَ,لَزَبْتَ,لَزَبْتِ,لَزَبْتُمَا,لَزَبْتُمْ,لَزَبْتُنَّ,لَزَبْتُ,لَزَبْنَا
لزب,لَزَبَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي,لَزْب,لَزَبَ,لَزَبَتْ,لَزَبَا,لَزَبَتَا,لَزَبُوا,لَزَبْنَ,لَزَبْتَ,لَزَبْتِ,لَزَبْتُمَا,لَزَبْتُمْ,لَزَبْتُنَّ,لَزَبْتُ,لَزَبْنَا
خرص,خَرِصَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم,خَرْص,خَرِصَ,خَرِصَتْ,خَرِصَا,خَرِصَتَا,خَرِصُوا,خَرِصْنَ,خَرِصْتَ,خَرِصْتِ,خَرِصْتُمَا,خَرِصْتُمْ,خَرِصْتُنَّ,خَرِصْتُ,خَرِصْنَا
